provincia_id,provincia_nombre
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
6,BUENOS AIRES
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
10,CATAMARCA
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
22,CHACO
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
26,CHUBUT
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
2,CIUDAD AUTONOMA DE BUENOS AIRES
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
14,CORDOBA
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
18,CORRIENTES
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
30,ENTRE RIOS
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
34,FORMOSA
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
38,JUJUY
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
42,LA PAMPA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
46,LA RIOJA
